underlying,underlying_last,optionroot,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,ivbid,ivask,delta,gamma
BFR,20.91,BFR151218C00002500,call,12/18/2015,11/25/2015,2.5,0.0,17.4,20.1,0,0,0.0,12.1847,0.9990000000000001,0.0002
BFR,20.91,BFR151218P00002500,put,12/18/2015,11/25/2015,2.5,0.0,0.0,0.35,0,0,0.0,6.2391,-0.0007,0.0002
BFR,20.91,BFR151218C00005000,call,12/18/2015,11/25/2015,5.0,0.0,14.7,17.6,0,0,0.0,7.1183,0.9863,0.0021
BFR,20.91,BFR151218P00005000,put,12/18/2015,11/25/2015,5.0,0.0,0.0,0.35,0,0,0.0,4.1339,-0.0116,0.0019
BFR,20.91,BFR151218C00007500,call,12/18/2015,11/25/2015,7.5,0.0,12.1,15.1,0,0,0.0,5.1508,0.9547,0.0058
BFR,20.91,BFR151218P00007500,put,12/18/2015,11/25/2015,7.5,0.0,0.0,0.35,0,0,0.0,3.0275,-0.0414,0.0056
BFR,20.91,BFR151218C00010000,call,12/18/2015,11/25/2015,10.0,0.0,9.7,12.6,0,0,0.0,3.9218,0.9405,0.0097
BFR,20.91,BFR151218P00010000,put,12/18/2015,11/25/2015,10.0,0.0,0.0,0.35,0,0,0.0,2.2717,-0.0621,0.0098
BFR,20.91,BFR151218C00012500,call,12/18/2015,11/25/2015,12.5,0.0,7.5,10.1,0,0,0.0,3.0177,0.9255,0.0162
BFR,20.91,BFR151218P00012500,put,12/18/2015,11/25/2015,12.5,0.0,0.0,0.35,0,0,0.0,1.6897,-0.0883,0.0167
BFR,20.91,BFR151218C00015000,call,12/18/2015,11/25/2015,15.0,0.0,5.1,7.6,0,0,0.0,2.2867,0.8981,0.0287
BFR,20.91,BFR151218P00015000,put,12/18/2015,11/25/2015,15.0,0.0,0.0,4.8,0,0,0.0,4.4153,-0.1291,0.028999999999999998
BFR,20.91,BFR151218C00017500,call,12/18/2015,11/25/2015,17.5,3.5,2.85,5.0,138,138,0.0,1.5911,0.8221,0.0569
BFR,20.91,BFR151218P00017500,put,12/18/2015,11/25/2015,17.5,0.0,0.05,1.25,0,0,0.4514,1.3874,-0.1847,0.0561
BFR,20.91,BFR151218C00020000,call,12/18/2015,11/25/2015,20.0,0.0,1.5,4.9,0,0,0.4836,2.2218,0.6183,0.0545
BFR,20.91,BFR151218P00020000,put,12/18/2015,11/25/2015,20.0,1.04,0.3,1.85,0,176,0.3265,1.1326,-0.3677,0.0998
BFR,20.91,BFR151218C00022500,call,12/18/2015,11/25/2015,22.5,0.78,0.65,1.45,21,635,0.6035,1.0078,0.3947,0.0924
BFR,20.91,BFR151218P00022500,put,12/18/2015,11/25/2015,22.5,2.9,2.3,2.6,111,1410,0.6377,0.7909999999999999,-0.6274,0.1024
BFR,20.91,BFR151218C00025000,call,12/18/2015,11/25/2015,25.0,1.0,0.05,1.85,0,805,0.4355,1.5688,0.2757,0.0644
BFR,20.91,BFR151218P00025000,put,12/18/2015,11/25/2015,25.0,2.4,2.5,5.9,0,36,0.0,1.5516,-0.8698,0.0681
BFR,20.91,BFR151218C00030000,call,12/18/2015,11/25/2015,30.0,1.15,0.0,2.45,0,301,0.0,2.416,0.0916,0.0317
BFR,20.91,BFR151218P00030000,put,12/18/2015,11/25/2015,30.0,0.0,7.3,10.2,0,0,0.0,1.6941,-0.9907,0.0081
BFR,20.91,BFR160115C00002500,call,01/15/2016,11/25/2015,2.5,0.0,17.3,20.4,0,0,0.0,9.4186,0.9975,0.0004
BFR,20.91,BFR160115P00002500,put,01/15/2016,11/25/2015,2.5,0.0,0.0,0.85,0,0,0.0,5.5813,0.0,0.0
BFR,20.91,BFR160115C00005000,call,01/15/2016,11/25/2015,5.0,0.0,14.7,17.8,0,0,0.0,5.0128,0.9791,0.0027
BFR,20.91,BFR160115P00005000,put,01/15/2016,11/25/2015,5.0,0.0,0.0,1.85,0,0,0.0,4.9616,0.0,0.0
BFR,20.91,BFR160115C00007500,call,01/15/2016,11/25/2015,7.5,0.0,12.6,15.4,0,0,0.0,3.7019,0.9437,0.006
BFR,20.91,BFR160115P00007500,put,01/15/2016,11/25/2015,7.5,0.0,0.0,1.85,0,0,0.0,3.5789,0.0,0.0
BFR,20.91,BFR160115C00010000,call,01/15/2016,11/25/2015,10.0,0.0,9.8,12.8,0,0,0.0,2.7503,0.9198,0.0102
BFR,20.91,BFR160115P00010000,put,01/15/2016,11/25/2015,10.0,0.0,0.0,4.8,0,0,0.0,4.781000000000001,-0.0019,0.0011
BFR,20.91,BFR160115C00012500,call,01/15/2016,11/25/2015,12.5,3.1,7.5,10.4,0,48,0.0,2.177,0.8913,0.0167
BFR,20.91,BFR160115P00012500,put,01/15/2016,11/25/2015,12.5,0.1,0.0,0.35,0,335,0.0,1.1261,-0.0197,0.0085
BFR,20.91,BFR160115C00015000,call,01/15/2016,11/25/2015,15.0,1.9,5.9,6.6,0,202,0.0,1.0139,0.8493,0.027999999999999997
BFR,20.91,BFR160115P00015000,put,01/15/2016,11/25/2015,15.0,0.25,0.05,0.55,0,268,0.5042,0.9356,-0.0841,0.0276
BFR,20.91,BFR160115C00017500,call,01/15/2016,11/25/2015,17.5,5.0,3.9,4.5,0,73,0.5870000000000001,0.855,0.7883,0.0517
BFR,20.91,BFR160115P00017500,put,01/15/2016,11/25/2015,17.5,0.75,0.1,1.25,39,43,0.3532,0.9249,-0.1919,0.055
BFR,20.91,BFR160115C00020000,call,01/15/2016,11/25/2015,20.0,3.4,2.1,4.9,0,84,0.5284,1.4791,0.6206,0.0488
BFR,20.91,BFR160115P00020000,put,01/15/2016,11/25/2015,20.0,1.63,0.3,2.55,2,77,0.2182,0.9918,-0.3773,0.0809
BFR,20.91,BFR160115C00022500,call,01/15/2016,11/25/2015,22.5,2.13,1.1,3.8,0,363,0.5546,1.4307,0.4948,0.0518
BFR,20.91,BFR160115P00022500,put,01/15/2016,11/25/2015,22.5,2.95,2.55,3.8,2,16,0.5116,0.9207,-0.556,0.071
BFR,20.91,BFR160115C00025000,call,01/15/2016,11/25/2015,25.0,0.95,0.5,1.35,11,247,0.5536,0.8742,0.2948,0.0622
BFR,20.91,BFR160115P00025000,put,01/15/2016,11/25/2015,25.0,0.0,2.7,6.4,0,0,0.0,1.2008,-0.9193,0.0587
BFR,20.91,BFR160115C00030000,call,01/15/2016,11/25/2015,30.0,0.55,0.05,1.35,0,174,0.5073,1.2187,0.1674,0.0374
BFR,20.91,BFR160115P00030000,put,01/15/2016,11/25/2015,30.0,0.0,7.4,10.3,0,0,0.0,1.1708,-0.9981,0.0024
BFR,20.91,BFR160115C00035000,call,01/15/2016,11/25/2015,35.0,0.0,0.0,2.15,0,0,0.0,1.7759,0.0742,0.0209
BFR,20.91,BFR160115P00035000,put,01/15/2016,11/25/2015,35.0,0.0,12.3,15.4,0,0,0.0,1.4656,-1.0,0.0
BFR,20.91,BFR160415C00002500,call,04/15/2016,11/25/2015,2.5,0.0,17.4,20.4,0,0,0.0,5.6195,0.9966,0.0005
BFR,20.91,BFR160415P00002500,put,04/15/2016,11/25/2015,2.5,0.0,0.0,0.5,0,0,0.0,2.7553,-0.0054,0.0007
BFR,20.91,BFR160415C00005000,call,04/15/2016,11/25/2015,5.0,0.0,14.7,17.8,0,0,0.0,2.9898,0.9761,0.0028
BFR,20.91,BFR160415P00005000,put,04/15/2016,11/25/2015,5.0,0.0,0.0,0.5,0,0,0.0,1.8108,-0.0295,0.0031
BFR,20.91,BFR160415C00007500,call,04/15/2016,11/25/2015,7.5,0.0,12.3,15.4,0,0,0.0,2.2072,0.9398,0.006
BFR,20.91,BFR160415P00007500,put,04/15/2016,11/25/2015,7.5,0.0,0.0,1.3,0,0,0.0,1.8342,-0.0513,0.0059
BFR,20.91,BFR160415C00010000,call,04/15/2016,11/25/2015,10.0,0.0,10.1,13.0,0,0,0.0,1.7213,0.9109999999999999,0.01
BFR,20.91,BFR160415P00010000,put,04/15/2016,11/25/2015,10.0,0.0,0.0,0.65,0,0,0.0,1.084,-0.0769,0.0101
BFR,20.91,BFR160415C00012500,call,04/15/2016,11/25/2015,12.5,10.3,7.9,10.8,0,20,0.0,1.4282,0.8743,0.0161
BFR,20.91,BFR160415P00012500,put,04/15/2016,11/25/2015,12.5,0.3,0.05,1.55,0,100,0.4392,1.1545,-0.0988,0.0168
BFR,20.91,BFR160415C00015000,call,04/15/2016,11/25/2015,15.0,2.35,6.1,9.0,0,13,0.3923,1.288,0.8158,0.0244
BFR,20.91,BFR160415P00015000,put,04/15/2016,11/25/2015,15.0,0.0,0.4,1.2,0,0,0.5017,0.7701,-0.1489,0.027999999999999997
BFR,20.91,BFR160415C00017500,call,04/15/2016,11/25/2015,17.5,3.0,4.5,7.2,0,60,0.5076,1.1401,0.7279,0.031
BFR,20.91,BFR160415P00017500,put,04/15/2016,11/25/2015,17.5,0.0,0.95,2.1,0,0,0.4786,0.7555,-0.2548,0.04
BFR,20.91,BFR160415C00020000,call,04/15/2016,11/25/2015,20.0,1.0,3.1,5.0,0,5,0.5154,0.9016,0.6273,0.0411
BFR,20.91,BFR160415P00020000,put,04/15/2016,11/25/2015,20.0,0.0,1.6,3.4,0,0,0.4022,0.7663,-0.379,0.05
BFR,20.91,BFR160415C00022500,call,04/15/2016,11/25/2015,22.5,2.76,0.8,4.5,0,21,0.2695,0.9894,0.5049,0.0487
BFR,20.91,BFR160415P00022500,put,04/15/2016,11/25/2015,22.5,0.0,2.15,5.7,0,0,0.2261,0.9194,-0.5093,0.0535
BFR,20.91,BFR160415C00025000,call,04/15/2016,11/25/2015,25.0,2.3,1.4,2.75,0,380,0.5309,0.7985,0.4123,0.045
BFR,20.91,BFR160415P00025000,put,04/15/2016,11/25/2015,25.0,0.0,3.9,7.3,0,0,0.0,0.8943,-0.6793,0.059000000000000004
BFR,20.91,BFR160415C00030000,call,04/15/2016,11/25/2015,30.0,2.0,0.45,1.65,0,390,0.4922,0.7927,0.2422,0.0374
BFR,20.91,BFR160415P00030000,put,04/15/2016,11/25/2015,30.0,0.0,8.3,10.7,0,0,0.0,0.7933,-0.7573,0.0374
BFR,20.91,BFR160715C00012500,call,07/15/2016,11/25/2015,12.5,0.0,8.3,11.3,0,0,0.0,1.2388,0.8647,0.0154
BFR,20.91,BFR160715P00012500,put,07/15/2016,11/25/2015,12.5,0.0,0.25,1.3,0,0,0.4801,0.8334,-0.1059,0.0167
BFR,20.91,BFR160715C00015000,call,07/15/2016,11/25/2015,15.0,0.0,6.6,9.6,0,0,0.4668,1.1289,0.8006,0.021
BFR,20.91,BFR160715P00015000,put,07/15/2016,11/25/2015,15.0,0.0,0.7,1.75,0,0,0.4785,0.7254,-0.1744,0.0256
BFR,20.91,BFR160715C00017500,call,07/15/2016,11/25/2015,17.5,0.0,4.9,8.0,0,0,0.4705,1.0336,0.726,0.0266
BFR,20.91,BFR160715P00017500,put,07/15/2016,11/25/2015,17.5,0.0,1.4,2.9,0,0,0.4612,0.735,-0.2687,0.0331
BFR,20.91,BFR160715C00020000,call,07/15/2016,11/25/2015,20.0,0.0,3.6,5.8,0,0,0.4793,0.8313,0.6372,0.0343
BFR,20.91,BFR160715P00020000,put,07/15/2016,11/25/2015,20.0,0.0,2.4,4.1,0,0,0.4411,0.7112,-0.37,0.0393
BFR,20.91,BFR160715C00022500,call,07/15/2016,11/25/2015,22.5,0.0,2.75,4.6,0,0,0.5057,0.7859,0.5477,0.0368
BFR,20.91,BFR160715P00022500,put,07/15/2016,11/25/2015,22.5,0.0,3.1,5.7,0,0,0.3269,0.7192,-0.4846,0.0457
BFR,20.91,BFR160715C00025000,call,07/15/2016,11/25/2015,25.0,0.0,2.15,3.7,0,0,0.5306,0.7648,0.467,0.0368
BFR,20.91,BFR160715P00025000,put,07/15/2016,11/25/2015,25.0,0.0,5.2,7.2,0,0,0.3755,0.685,-0.5813,0.0442
BFR,20.91,BFR160715C00030000,call,07/15/2016,11/25/2015,30.0,0.0,0.9,2.5,0,0,0.4829,0.7551,0.3159,0.0344
BFR,20.91,BFR160715P00030000,put,07/15/2016,11/25/2015,30.0,0.0,8.8,11.3,0,0,0.0,0.7205,-0.7581,0.0375
BFR,20.91,BFR160715C00035000,call,07/15/2016,11/25/2015,35.0,0.0,0.25,1.65,0,0,0.4219,0.7397,0.1908,0.0281
BFR,20.91,BFR160715P00035000,put,07/15/2016,11/25/2015,35.0,0.0,12.9,16.0,0,0,0.0,0.7988,-0.8692,0.0261
BMA,57.49,BMA151218C00022500,call,12/18/2015,11/25/2015,22.5,0.0,33.2,35.6,0,0,0.0,2.4998,1.0,0.0
BMA,57.49,BMA151218P00022500,put,12/18/2015,11/25/2015,22.5,0.0,0.0,0.5,0,0,0.0,2.3971,-0.0006,0.0001
BMA,57.49,BMA151218C00025000,call,12/18/2015,11/25/2015,25.0,0.0,30.7,33.1,0,0,0.0,2.2487,1.0,0.0
BMA,57.49,BMA151218P00025000,put,12/18/2015,11/25/2015,25.0,0.0,0.0,0.5,0,0,0.0,2.1555,-0.0018,0.0003
BMA,57.49,BMA151218C00030000,call,12/18/2015,11/25/2015,30.0,0.0,25.8,28.1,0,0,0.0,1.8159,1.0,0.0
BMA,57.49,BMA151218P00030000,put,12/18/2015,11/25/2015,30.0,0.0,0.0,0.5,0,0,0.0,1.7388,-0.0105,0.0016
BMA,57.49,BMA151218C00035000,call,12/18/2015,11/25/2015,35.0,0.0,20.5,23.1,0,0,0.0,1.449,1.0,0.0
BMA,57.49,BMA151218P00035000,put,12/18/2015,11/25/2015,35.0,0.1,0.0,0.5,0,4,0.0,1.3851,-0.0362,0.0046
BMA,57.49,BMA151218C00040000,call,12/18/2015,11/25/2015,40.0,0.0,16.0,18.1,0,0,0.0,1.1265,0.9993,0.0003
BMA,57.49,BMA151218P00040000,put,12/18/2015,11/25/2015,40.0,0.25,0.0,0.2,0,56,0.0,0.8751,-0.0549,0.0079
BMA,57.49,BMA151218C00045000,call,12/18/2015,11/25/2015,45.0,12.5,12.0,13.1,35,133,0.0,0.8337,0.9857,0.0055
BMA,57.49,BMA151218P00045000,put,12/18/2015,11/25/2015,45.0,0.2,0.2,0.4,0,89,0.633,0.7457,-0.0639,0.0128
BMA,57.49,BMA151218C00050000,call,12/18/2015,11/25/2015,50.0,14.95,7.4,8.4,0,21,0.0,0.6459999999999999,0.8985,0.0268
BMA,57.49,BMA151218P00050000,put,12/18/2015,11/25/2015,50.0,0.93,0.75,1.05,2,90,0.6035,0.6871,-0.1696,0.0275
BMA,57.49,BMA151218C00055000,call,12/18/2015,11/25/2015,55.0,7.5,3.9,4.7,0,10,0.4414,0.595,0.6596,0.0497
BMA,57.49,BMA151218P00055000,put,12/18/2015,11/25/2015,55.0,2.48,2.2,2.8,6,107,0.5955,0.7082,-0.3607,0.0404
BMA,57.49,BMA151218C00060000,call,12/18/2015,11/25/2015,60.0,7.3,1.7,2.3,0,129,0.4784,0.5878,0.3988,0.0509
BMA,57.49,BMA151218P00060000,put,12/18/2015,11/25/2015,60.0,5.3,4.8,5.5,9,135,0.5884,0.7141,-0.5727,0.0424
BMA,57.49,BMA151218C00065000,call,12/18/2015,11/25/2015,65.0,0.69,0.55,0.9,11,97,0.4749,0.5666,0.1876,0.0364
BMA,57.49,BMA151218P00065000,put,12/18/2015,11/25/2015,65.0,9.0,8.3,9.5,31,19,0.5429999999999999,0.8067,-0.7424,0.0336
BMA,57.49,BMA151218C00070000,call,12/18/2015,11/25/2015,70.0,1.06,0.2,0.35,0,67,0.5076,0.5782,0.0812,0.0195
BMA,57.49,BMA151218P00070000,put,12/18/2015,11/25/2015,70.0,9.2,12.0,14.6,0,14,0.0,1.0461,-0.8698,0.0226
BMA,57.49,BMA151218C00075000,call,12/18/2015,11/25/2015,75.0,0.6,0.0,0.2,0,96,0.0,0.64,0.0637,0.0131
BMA,57.49,BMA151218P00075000,put,12/18/2015,11/25/2015,75.0,13.9,16.9,19.5,0,3,0.0,1.2104,-0.9023,0.0157
BMA,57.49,BMA151218C00080000,call,12/18/2015,11/25/2015,80.0,1.05,0.05,0.15,0,40,0.6074,0.7201,0.0269,0.0066
BMA,57.49,BMA151218P00080000,put,12/18/2015,11/25/2015,80.0,13.89,21.8,24.4,0,1,0.0,1.3495,-0.9487,0.0096
BMA,57.49,BMA151218C00085000,call,12/18/2015,11/25/2015,85.0,0.1,0.0,0.5,0,5,0.0,1.0398,0.0108,0.003
BMA,57.49,BMA151218P00085000,put,12/18/2015,11/25/2015,85.0,0.0,26.9,29.6,0,0,0.0,1.5457,-0.9744,0.0054
BMA,57.49,BMA151218C00090000,call,12/18/2015,11/25/2015,90.0,0.0,0.0,0.5,0,0,0.0,1.1496,0.0041,0.0013
BMA,57.49,BMA151218P00090000,put,12/18/2015,11/25/2015,90.0,0.0,31.7,34.8,0,0,0.0,1.7303,-0.9877,0.0029
BMA,57.49,BMA160115C00022500,call,01/15/2016,11/25/2015,22.5,0.0,33.2,36.3,0,0,0.0,2.0206,1.0,0.0
BMA,57.49,BMA160115P00022500,put,01/15/2016,11/25/2015,22.5,0.0,0.0,0.5,0,0,0.0,1.5972,-0.0001,0.0
BMA,57.49,BMA160115C00025000,call,01/15/2016,11/25/2015,25.0,0.0,30.6,33.8,0,0,0.0,1.8226,1.0,0.0
BMA,57.49,BMA160115P00025000,put,01/15/2016,11/25/2015,25.0,0.0,0.0,0.5,0,0,0.0,1.4362,-0.0004,0.0001
BMA,57.49,BMA160115C00030000,call,01/15/2016,11/25/2015,30.0,0.0,25.5,28.6,0,0,0.0,1.4124,1.0,0.0
BMA,57.49,BMA160115P00030000,put,01/15/2016,11/25/2015,30.0,0.0,0.0,0.5,0,0,0.0,1.1588,-0.0043,0.0008
BMA,57.49,BMA160115C00035000,call,01/15/2016,11/25/2015,35.0,24.9,20.5,23.6,0,20,0.0,1.1352,0.9989,0.0004
BMA,57.49,BMA160115P00035000,put,01/15/2016,11/25/2015,35.0,0.35,0.05,0.25,0,7,0.6094,0.7948,-0.0209,0.0034
BMA,57.49,BMA160115C00040000,call,01/15/2016,11/25/2015,40.0,7.6,15.8,18.6,0,0,0.0,0.8932,0.9883,0.0032
BMA,57.49,BMA160115P00040000,put,01/15/2016,11/25/2015,40.0,4.7,0.2,0.4,0,20,0.5833,0.6779,-0.0476,0.0074
BMA,57.49,BMA160115C00045000,call,01/15/2016,11/25/2015,45.0,21.0,12.2,14.2,0,24,0.0,0.7936,0.9406,0.0124
BMA,57.49,BMA160115P00045000,put,01/15/2016,11/25/2015,45.0,0.55,0.7,0.95,0,617,0.5821,0.642,-0.1163,0.015
BMA,57.49,BMA160115C00050000,call,01/15/2016,11/25/2015,50.0,15.2,8.0,9.0,0,127,0.3469,0.5322,0.8264,0.0273
BMA,57.49,BMA160115P00050000,put,01/15/2016,11/25/2015,50.0,1.02,1.55,1.95,0,38,0.5424,0.6054,-0.2225,0.0243
BMA,57.49,BMA160115C00055000,call,01/15/2016,11/25/2015,55.0,8.7,4.8,5.6,0,165,0.4078,0.5077,0.6363,0.0384
BMA,57.49,BMA160115P00055000,put,01/15/2016,11/25/2015,55.0,2.12,3.3,3.8,0,37,0.5347,0.5965,-0.3751,0.0314
BMA,57.49,BMA160115C00060000,call,01/15/2016,11/25/2015,60.0,3.0,2.6,3.2,10,94,0.4267,0.4981,0.4364,0.0399
BMA,57.49,BMA160115P00060000,put,01/15/2016,11/25/2015,60.0,5.36,6.0,6.7,0,10,0.5361,0.6186,-0.5357,0.0322
BMA,57.49,BMA160115C00065000,call,01/15/2016,11/25/2015,65.0,3.0,1.2,1.7,0,115,0.4245,0.4956,0.2642,0.0333
BMA,57.49,BMA160115P00065000,put,01/15/2016,11/25/2015,65.0,0.0,9.6,10.4,0,0,0.5525,0.6559,-0.6674,0.0282
BMA,57.49,BMA160115C00070000,call,01/15/2016,11/25/2015,70.0,4.1,0.5,0.85,0,6,0.4226,0.4952,0.14300000000000002,0.023
BMA,57.49,BMA160115P00070000,put,01/15/2016,11/25/2015,70.0,8.8,13.8,14.7,0,1,0.5781,0.7134,-0.7577,0.0227
BMA,57.49,BMA160115C00075000,call,01/15/2016,11/25/2015,75.0,0.5,0.2,0.45,4,154,0.426,0.5097,0.0749,0.0142
BMA,57.49,BMA160115P00075000,put,01/15/2016,11/25/2015,75.0,15.0,17.2,20.1,0,0,0.0,0.8979,-0.8433,0.0177
BMA,57.49,BMA160115C00080000,call,01/15/2016,11/25/2015,80.0,0.0,0.05,0.25,0,0,0.4044,0.5269,0.0343,0.0076
BMA,57.49,BMA160115P00080000,put,01/15/2016,11/25/2015,80.0,16.9,21.9,25.2,0,10,0.0,1.0261,-0.8640000000000001,0.0142
BMA,57.49,BMA160115C00085000,call,01/15/2016,11/25/2015,85.0,0.47,0.0,0.15,0,5,0.0,0.5488,0.0299,0.006
BMA,57.49,BMA160115P00085000,put,01/15/2016,11/25/2015,85.0,0.0,26.9,30.7,0,0,0.0,1.2025,-0.9074,0.0108
BMA,57.49,BMA160115C00090000,call,01/15/2016,11/25/2015,90.0,0.0,0.0,0.4,0,0,0.0,0.7312,0.0184,0.0038
BMA,57.49,BMA160115P00090000,put,01/15/2016,11/25/2015,90.0,0.0,31.3,35.0,0,0,0.0,1.189,-0.938,0.0079
BMA,57.49,BMA160415C00022500,call,04/15/2016,11/25/2015,22.5,0.0,33.3,36.3,0,0,0.0,1.2014,0.9998,0.0
BMA,57.49,BMA160415P00022500,put,04/15/2016,11/25/2015,22.5,0.0,0.0,0.25,0,0,0.0,0.8323,-0.0074,0.0008
BMA,57.49,BMA160415C00025000,call,04/15/2016,11/25/2015,25.0,0.0,30.5,33.8,0,0,0.0,1.0829,0.9992,0.0002
BMA,57.49,BMA160415P00025000,put,04/15/2016,11/25/2015,25.0,0.0,0.05,0.3,0,0,0.5834,0.7731,-0.0143,0.0015
BMA,57.49,BMA160415C00030000,call,04/15/2016,11/25/2015,30.0,0.0,25.5,28.6,0,0,0.0,0.8374,0.9937,0.0011
BMA,57.49,BMA160415P00030000,put,04/15/2016,11/25/2015,30.0,0.0,0.2,0.45,0,0,0.5760000000000001,0.6763,-0.0309,0.0031
BMA,57.49,BMA160415C00035000,call,04/15/2016,11/25/2015,35.0,0.0,20.7,24.0,0,0,0.0,0.7423,0.9736,0.0038
BMA,57.49,BMA160415P00035000,put,04/15/2016,11/25/2015,35.0,0.65,0.5,0.8,0,2,0.5517,0.6213,-0.061,0.0058
BMA,57.49,BMA160415C00040000,call,04/15/2016,11/25/2015,40.0,21.0,16.8,19.5,0,3,0.0,0.6547,0.9271,0.0087
BMA,57.49,BMA160415P00040000,put,04/15/2016,11/25/2015,40.0,0.0,1.1,1.5,0,0,0.5354,0.5938,-0.1127,0.0095
BMA,57.49,BMA160415C00045000,call,04/15/2016,11/25/2015,45.0,0.0,13.5,14.4,0,0,0.3835,0.4929,0.8508,0.0148
BMA,57.49,BMA160415P00045000,put,04/15/2016,11/25/2015,45.0,1.85,2.0,2.55,2,4,0.5093,0.5673,-0.1833,0.0138
BMA,57.49,BMA160415C00050000,call,04/15/2016,11/25/2015,50.0,1.95,9.9,10.9,0,10,0.3973,0.4844,0.7426,0.0205
BMA,57.49,BMA160415P00050000,put,04/15/2016,11/25/2015,50.0,0.0,3.5,4.1,0,0,0.4982,0.5483,-0.2756,0.0178
BMA,57.49,BMA160415C00055000,call,04/15/2016,11/25/2015,55.0,3.2,7.2,8.0,0,0,0.4188,0.4775,0.6192,0.0238
BMA,57.49,BMA160415P00055000,put,04/15/2016,11/25/2015,55.0,0.0,5.6,6.2,0,0,0.4899,0.5339,-0.381,0.0208
BMA,57.49,BMA160415C00060000,call,04/15/2016,11/25/2015,60.0,8.1,5.0,5.7,0,12,0.4223,0.4714,0.4962,0.025
BMA,57.49,BMA160415P00060000,put,04/15/2016,11/25/2015,60.0,0.0,8.3,9.0,0,0,0.4838,0.5328,-0.489,0.0219
BMA,57.49,BMA160415C00065000,call,04/15/2016,11/25/2015,65.0,3.45,3.3,4.0,1,26,0.4183,0.4696,0.3817,0.024
BMA,57.49,BMA160415P00065000,put,04/15/2016,11/25/2015,65.0,0.0,11.5,12.5,0,0,0.4757,0.5475,-0.5878,0.0213
BMA,57.49,BMA160415C00070000,call,04/15/2016,11/25/2015,70.0,5.96,2.1,2.75,0,100,0.4143,0.4679,0.2827,0.0214
BMA,57.49,BMA160415P00070000,put,04/15/2016,11/25/2015,70.0,0.0,15.3,16.3,0,0,0.479,0.5565,-0.672,0.0195
BMA,57.49,BMA160415C00075000,call,04/15/2016,11/25/2015,75.0,2.5,1.3,1.85,20,6,0.4107,0.4653,0.2022,0.018000000000000002
BMA,57.49,BMA160415P00075000,put,04/15/2016,11/25/2015,75.0,0.0,19.5,20.5,0,0,0.4882,0.5741,-0.7373,0.0172
BMA,57.49,BMA160415C00080000,call,04/15/2016,11/25/2015,80.0,3.5,0.8,1.25,0,100,0.4102,0.466,0.1422,0.0144
BMA,57.49,BMA160415P00080000,put,04/15/2016,11/25/2015,80.0,0.0,23.9,25.0,0,0,0.4941,0.6002,-0.787,0.0148
BMA,57.49,BMA160415C00085000,call,04/15/2016,11/25/2015,85.0,2.03,0.45,0.8,0,3,0.4028,0.4615,0.0943,0.0109
BMA,57.49,BMA160415P00085000,put,04/15/2016,11/25/2015,85.0,0.0,27.5,30.4,0,0,0.3118,0.6973,-0.8608,0.0123
BMA,57.49,BMA160415C00090000,call,04/15/2016,11/25/2015,90.0,0.6,0.3,0.6,25,410,0.4117,0.4747,0.0692,0.0084
BMA,57.49,BMA160415P00090000,put,04/15/2016,11/25/2015,90.0,0.0,32.3,35.3,0,0,0.0,0.7446,-0.8973,0.0099
BMA,57.49,BMA160415C00095000,call,04/15/2016,11/25/2015,95.0,0.75,0.05,0.45,0,17,0.3437,0.4859,0.035,0.0052
BMA,57.49,BMA160415P00095000,put,04/15/2016,11/25/2015,95.0,0.0,37.3,40.5,0,0,0.0,0.8146,-0.9248,0.0079
BMA,57.49,BMA160715C00035000,call,07/15/2016,11/25/2015,35.0,0.0,21.6,24.3,0,0,0.0,0.6132,0.9526,0.0052
BMA,57.49,BMA160715P00035000,put,07/15/2016,11/25/2015,35.0,0.0,1.2,1.7,0,0,0.5452,0.6099,-0.0947,0.0064
BMA,57.49,BMA160715C00040000,call,07/15/2016,11/25/2015,40.0,0.0,17.9,19.6,0,0,0.3001,0.5178,0.9001,0.0093
BMA,57.49,BMA160715P00040000,put,07/15/2016,11/25/2015,40.0,0.0,2.2,2.7,0,0,0.5353,0.5824,-0.1488,0.009000000000000001
BMA,57.49,BMA160715C00045000,call,07/15/2016,11/25/2015,45.0,0.0,14.4,15.9,0,0,0.3814,0.5024,0.81,0.0134
BMA,57.49,BMA160715P00045000,put,07/15/2016,11/25/2015,45.0,0.0,3.5,4.2,0,0,0.5172,0.5695,-0.2156,0.0117
BMA,57.49,BMA160715C00050000,call,07/15/2016,11/25/2015,50.0,0.0,11.4,12.4,0,0,0.409,0.4736,0.7188,0.0167
BMA,57.49,BMA160715P00050000,put,07/15/2016,11/25/2015,50.0,0.0,5.3,6.1,0,0,0.5059,0.5567,-0.2923,0.0141
BMA,57.49,BMA160715C00055000,call,07/15/2016,11/25/2015,55.0,0.0,8.7,9.6,0,0,0.41100000000000003,0.4626,0.621,0.019
BMA,57.49,BMA160715P00055000,put,07/15/2016,11/25/2015,55.0,0.0,7.6,8.4,0,0,0.4982,0.5442,-0.3745,0.0159
BMA,57.49,BMA160715C00060000,call,07/15/2016,11/25/2015,60.0,0.0,6.5,7.3,0,0,0.4102,0.45399999999999996,0.522,0.0201
BMA,57.49,BMA160715P00060000,put,07/15/2016,11/25/2015,60.0,0.0,10.5,11.2,0,0,0.4996,0.5381,-0.4564,0.0167
